step_index,timestamp_sec,flight_phase,message_type,criticality,latency_budget_ms,system_config,ai_threat_level,ai_threat_score,ai_confidence,is_anomaly,anomaly_score,forecast_trend,preemptive_flag,previous_construction,selected_construction,transition_type,dwell_counter,safety_override_triggered,downgrade_blocked,explainable_reason,ai_inference_time_ms,policy_decision_time_ms,measured_handshake_latency_ms,measured_encap_latency_ms,measured_sign_latency_ms,measured_total_latency_ms,energy_cost_uj,security_margin_bits,deadline_met,scenario_id,scenario_name
11,20.0,CRUISE,FLIGHT_CONTROL,CRITICAL,5000.0,AI_ADAPTIVE,ELEVATED,58.02,0.9999,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under ELEVATED threat. All safety invariants and latency constraints are satisfied.,20.2911,0.0521,0.0,0.085,0.07,20.4982,890.0,256,True,S03_HIGH_THREAT,S03: High Threat Replay Attack
12,22.0,CRUISE,FLIGHT_CONTROL,CRITICAL,5000.0,AI_ADAPTIVE,ELEVATED,58.02,0.9999,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under ELEVATED threat. All safety invariants and latency constraints are satisfied.,18.8772,0.0808,0.0,0.085,0.07,19.113,890.0,256,True,S03_HIGH_THREAT,S03: High Threat Replay Attack
13,24.0,CRUISE,FLIGHT_CONTROL,CRITICAL,5000.0,AI_ADAPTIVE,ELEVATED,55.3,0.9988,True,100.0,MODERATE_INCREASE,True,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under ELEVATED threat. All safety invariants and latency constraints are satisfied.,21.3485,0.034,0.0,0.085,0.07,21.5375,890.0,256,True,S03_HIGH_THREAT,S03: High Threat Replay Attack
14,26.0,CRUISE,FLIGHT_CONTROL,CRITICAL,5000.0,AI_ADAPTIVE,ELEVATED,55.3,0.9994,True,100.0,MODERATE_INCREASE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under ELEVATED threat. All safety invariants and latency constraints are satisfied.,14.9585,0.0508,0.0,0.085,0.07,15.1643,890.0,256,True,S03_HIGH_THREAT,S03: High Threat Replay Attack
15,28.0,CRUISE,FLIGHT_CONTROL,CRITICAL,5000.0,AI_ADAPTIVE,ELEVATED,56.85,0.9978,True,100.0,STABLE,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under ELEVATED threat. All safety invariants and latency constraints are satisfied.,32.9686,0.0533,0.0,0.085,0.07,33.1769,890.0,256,True,S03_HIGH_THREAT,S03: High Threat Replay Attack
16,30.0,CRUISE,FLIGHT_CONTROL,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,15.32,0.9209,False,35.59,RECOVERING,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,1,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied. [Hysteresis hold step 1/3],26.1736,0.0482,0.0,0.085,0.07,26.3768,890.0,256,True,S03_HIGH_THREAT,S03: High Threat Replay Attack
17,32.0,CRUISE,FLIGHT_CONTROL,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,15.32,0.9209,False,35.59,RECOVERING,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,DOWNGRADE_HELD,2,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied. [Hysteresis hold step 2/3],18.8094,0.0484,0.0,0.085,0.07,19.0128,890.0,256,True,S03_HIGH_THREAT,S03: High Threat Replay Attack
18,34.0,CRUISE,FLIGHT_CONTROL,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,15.32,0.9209,False,35.59,RECOVERING,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-BALANCED-V1,DOWNGRADE_EXECUTED,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,24.1195,0.0468,8.2,0.052,0.04,32.4583,310.0,192,True,S03_HIGH_THREAT,S03: High Threat Replay Attack
19,36.0,CRUISE,FLIGHT_CONTROL,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,15.32,0.9209,False,35.59,RECOVERING,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,23.1626,0.0669,0.0,0.052,0.04,23.3215,310.0,192,True,S03_HIGH_THREAT,S03: High Threat Replay Attack
20,38.0,CRUISE,FLIGHT_CONTROL,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,15.32,0.9209,False,35.59,RECOVERING,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,15.5874,0.031,0.0,0.052,0.04,15.7104,310.0,192,True,S03_HIGH_THREAT,S03: High Threat Replay Attack
1,0.0,CRUISE,FLIGHT_CONTROL,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,10.96,0.9176,False,22.15,STABLE,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-BALANCED-V1,INITIAL,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,26.5701,0.0271,8.2,0.052,0.04,34.8892,310.0,192,True,S04_CRITICAL_THREAT,S04: Critical MITM & Transcript Tampering
2,2.0,CRUISE,FLIGHT_CONTROL,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,10.96,0.9176,False,22.15,STABLE,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,14.0884,0.0497,0.0,0.052,0.04,14.2301,310.0,192,True,S04_CRITICAL_THREAT,S04: Critical MITM & Transcript Tampering
3,4.0,CRUISE,FLIGHT_CONTROL,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,10.96,0.9176,False,22.15,STABLE,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,8.791,0.0306,0.0,0.052,0.04,8.9136,310.0,192,True,S04_CRITICAL_THREAT,S04: Critical MITM & Transcript Tampering
4,6.0,CRUISE,FLIGHT_CONTROL,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,10.96,0.9176,False,22.15,STABLE,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,14.9503,0.0523,0.0,0.052,0.04,15.0946,310.0,192,True,S04_CRITICAL_THREAT,S04: Critical MITM & Transcript Tampering
5,8.0,APPROACH,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,CRITICAL,68.23,1.0,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-BALANCED-V1,ADAPTIVE-CRITICAL-V1,ESCALATION,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under CRITICAL threat. All safety invariants and latency constraints are satisfied.,34.6159,0.044,520.0,0.12,0.095,554.8749,1450.0,256,True,S04_CRITICAL_THREAT,S04: Critical MITM & Transcript Tampering
6,10.0,APPROACH,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,CRITICAL,63.3,1.0,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under CRITICAL threat. All safety invariants and latency constraints are satisfied.,16.6087,0.0364,0.0,0.12,0.095,16.8601,1450.0,256,True,S04_CRITICAL_THREAT,S04: Critical MITM & Transcript Tampering
7,12.0,APPROACH,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,CRITICAL,66.63,1.0,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under CRITICAL threat. All safety invariants and latency constraints are satisfied.,11.3294,0.0511,0.0,0.12,0.095,11.5955,1450.0,256,True,S04_CRITICAL_THREAT,S04: Critical MITM & Transcript Tampering
8,14.0,APPROACH,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,CRITICAL,65.42,1.0,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under CRITICAL threat. All safety invariants and latency constraints are satisfied.,18.6536,0.046,0.0,0.12,0.095,18.9146,1450.0,256,True,S04_CRITICAL_THREAT,S04: Critical MITM & Transcript Tampering
9,16.0,APPROACH,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,CRITICAL,64.41,0.9997,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under CRITICAL threat. All safety invariants and latency constraints are satisfied.,19.6229,0.0374,0.0,0.12,0.095,19.8753,1450.0,256,True,S04_CRITICAL_THREAT,S04: Critical MITM & Transcript Tampering
10,18.0,APPROACH,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,CRITICAL,66.66,1.0,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under CRITICAL threat. All safety invariants and latency constraints are satisfied.,14.7839,0.0357,0.0,0.12,0.095,15.0346,1450.0,256,True,S04_CRITICAL_THREAT,S04: Critical MITM & Transcript Tampering
11,20.0,APPROACH,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,CRITICAL,66.9,1.0,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under CRITICAL threat. All safety invariants and latency constraints are satisfied.,38.7267,0.0488,0.0,0.12,0.095,38.9905,1450.0,256,True,S04_CRITICAL_THREAT,S04: Critical MITM & Transcript Tampering
12,22.0,APPROACH,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,CRITICAL,67.33,1.0,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under CRITICAL threat. All safety invariants and latency constraints are satisfied.,9.6337,0.0493,0.0,0.12,0.095,9.898,1450.0,256,True,S04_CRITICAL_THREAT,S04: Critical MITM & Transcript Tampering
13,24.0,APPROACH,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,CRITICAL,66.68,1.0,True,100.0,MODERATE_INCREASE,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under CRITICAL threat. All safety invariants and latency constraints are satisfied.,12.8554,0.0472,0.0,0.12,0.095,13.1176,1450.0,256,True,S04_CRITICAL_THREAT,S04: Critical MITM & Transcript Tampering
14,26.0,APPROACH,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,CRITICAL,67.06,1.0,True,100.0,STABLE,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under CRITICAL threat. All safety invariants and latency constraints are satisfied.,30.0697,0.0529,0.0,0.12,0.095,30.3376,1450.0,256,True,S04_CRITICAL_THREAT,S04: Critical MITM & Transcript Tampering
15,28.0,APPROACH,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,CRITICAL,68.24,1.0,True,100.0,STABLE,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under CRITICAL threat. All safety invariants and latency constraints are satisfied.,30.5788,0.0517,0.0,0.12,0.095,30.8455,1450.0,256,True,S04_CRITICAL_THREAT,S04: Critical MITM & Transcript Tampering
16,30.0,APPROACH,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,CRITICAL,66.62,1.0,True,100.0,STABLE,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under CRITICAL threat. All safety invariants and latency constraints are satisfied.,15.63,0.0267,0.0,0.12,0.095,15.8717,1450.0,256,True,S04_CRITICAL_THREAT,S04: Critical MITM & Transcript Tampering
17,32.0,APPROACH,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,CRITICAL,66.11,1.0,True,100.0,STABLE,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under CRITICAL threat. All safety invariants and latency constraints are satisfied.,19.6024,0.0467,0.0,0.12,0.095,19.8641,1450.0,256,True,S04_CRITICAL_THREAT,S04: Critical MITM & Transcript Tampering
18,34.0,CRUISE,FLIGHT_CONTROL,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,10.96,0.9176,False,22.15,RECOVERING,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,DOWNGRADE_HELD,1,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied. [Hysteresis hold step 1/3],10.3391,0.0599,0.0,0.12,0.095,10.614,1450.0,256,True,S04_CRITICAL_THREAT,S04: Critical MITM & Transcript Tampering
19,36.0,CRUISE,FLIGHT_CONTROL,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,10.96,0.9176,False,22.15,RECOVERING,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,DOWNGRADE_HELD,2,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied. [Hysteresis hold step 2/3],4.6524,0.0279,0.0,0.12,0.095,4.8953,1450.0,256,True,S04_CRITICAL_THREAT,S04: Critical MITM & Transcript Tampering
20,38.0,CRUISE,FLIGHT_CONTROL,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,10.96,0.9176,False,22.15,RECOVERING,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-BALANCED-V1,DOWNGRADE_EXECUTED,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,21.9743,0.0456,8.2,0.052,0.04,30.3119,310.0,192,True,S04_CRITICAL_THREAT,S04: Critical MITM & Transcript Tampering
1,0.0,CRUISE,NAVIGATION_UPDATE,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,9.17,0.9689,False,21.72,STABLE,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-STANDARD-V1,INITIAL,0,False,False,Mode C: Selected ADAPTIVE-STANDARD-V1 (STANDARD) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,16.3679,0.1011,4.5,0.045,0.035,21.049,120.0,128,True,S05_THREAT_ESCALATION,S05: Multi-Stage Threat Escalation
2,2.0,CRUISE,NAVIGATION_UPDATE,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,17.5,0.9767,True,99.91,RAPID_ESCALATION,True,ADAPTIVE-STANDARD-V1,ADAPTIVE-BALANCED-V1,ESCALATION,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,25.5667,0.0508,8.2,0.052,0.04,33.9095,310.0,192,True,S05_THREAT_ESCALATION,S05: Multi-Stage Threat Escalation
3,4.0,CRUISE,NAVIGATION_UPDATE,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,17.5,0.9826,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,19.8515,0.0594,0.0,0.052,0.04,20.0029,310.0,192,True,S05_THREAT_ESCALATION,S05: Multi-Stage Threat Escalation
4,6.0,CRUISE,NAVIGATION_UPDATE,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,17.5,0.987,True,100.0,MODERATE_INCREASE,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,7.5284,0.0276,0.0,0.052,0.04,7.648,310.0,192,True,S05_THREAT_ESCALATION,S05: Multi-Stage Threat Escalation
5,8.0,CRUISE,NAVIGATION_UPDATE,ROUTINE,5000.0,AI_ADAPTIVE,NORMAL,17.34,0.9903,True,100.0,MODERATE_INCREASE,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for ROUTINE traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,10.5321,0.0288,0.0,0.052,0.04,10.6529,310.0,192,True,S05_THREAT_ESCALATION,S05: Multi-Stage Threat Escalation
6,10.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,30.2,0.7683,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,12.0421,0.0505,0.0,0.052,0.04,12.1846,310.0,192,True,S05_THREAT_ESCALATION,S05: Multi-Stage Threat Escalation
7,12.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,30.09,0.8193,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,6.7667,0.035,0.0,0.052,0.04,6.8937,310.0,192,True,S05_THREAT_ESCALATION,S05: Multi-Stage Threat Escalation
8,14.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,29.77,0.8605,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,10.0604,0.0462,0.0,0.052,0.04,10.1986,310.0,192,True,S05_THREAT_ESCALATION,S05: Multi-Stage Threat Escalation
9,16.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,29.49,0.8933,True,100.0,MODERATE_INCREASE,True,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,15.9662,0.046,0.0,0.052,0.04,16.1042,310.0,192,True,S05_THREAT_ESCALATION,S05: Multi-Stage Threat Escalation
10,18.0,CRUISE,NAVIGATION_UPDATE,IMPORTANT,5000.0,AI_ADAPTIVE,NORMAL,29.68,0.9189,True,100.0,MODERATE_INCREASE,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,False,Mode C: Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,9.0568,0.0254,0.0,0.052,0.04,9.1742,310.0,192,True,S05_THREAT_ESCALATION,S05: Multi-Stage Threat Escalation
11,20.0,CRUISE,FLIGHT_CONTROL,CRITICAL,5000.0,AI_ADAPTIVE,ELEVATED,52.56,0.9865,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-BALANCED-V1,ADAPTIVE-HIGH-ASSURANCE-V1,ESCALATION,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under ELEVATED threat. All safety invariants and latency constraints are satisfied.,7.4086,0.0299,62.0,0.085,0.07,69.5935,890.0,256,True,S05_THREAT_ESCALATION,S05: Multi-Stage Threat Escalation
12,22.0,CRUISE,FLIGHT_CONTROL,CRITICAL,5000.0,AI_ADAPTIVE,ELEVATED,52.56,0.9818,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under ELEVATED threat. All safety invariants and latency constraints are satisfied.,10.139,0.0571,0.0,0.085,0.07,10.3511,890.0,256,True,S05_THREAT_ESCALATION,S05: Multi-Stage Threat Escalation
13,24.0,CRUISE,FLIGHT_CONTROL,CRITICAL,5000.0,AI_ADAPTIVE,ELEVATED,52.73,0.9757,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under ELEVATED threat. All safety invariants and latency constraints are satisfied.,14.6948,0.0434,0.0,0.085,0.07,14.8932,890.0,256,True,S05_THREAT_ESCALATION,S05: Multi-Stage Threat Escalation
14,26.0,CRUISE,FLIGHT_CONTROL,CRITICAL,5000.0,AI_ADAPTIVE,ELEVATED,52.57,0.9676,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under ELEVATED threat. All safety invariants and latency constraints are satisfied.,22.2067,0.05,0.0,0.085,0.07,22.4117,890.0,256,True,S05_THREAT_ESCALATION,S05: Multi-Stage Threat Escalation
15,28.0,CRUISE,FLIGHT_CONTROL,CRITICAL,5000.0,AI_ADAPTIVE,ELEVATED,52.57,0.9567,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-HIGH-ASSURANCE-V1 (HIGH_ASSURANCE) for CRITICAL traffic under ELEVATED threat. All safety invariants and latency constraints are satisfied.,11.4389,0.8003,0.0,0.085,0.07,12.3942,890.0,256,True,S05_THREAT_ESCALATION,S05: Multi-Stage Threat Escalation
16,30.0,CRUISE,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,CRITICAL,63.02,0.9219,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-CRITICAL-V1,ESCALATION,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under CRITICAL threat. All safety invariants and latency constraints are satisfied.,15.7926,0.0429,520.0,0.12,0.095,536.0505,1450.0,256,True,S05_THREAT_ESCALATION,S05: Multi-Stage Threat Escalation
17,32.0,CRUISE,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,CRITICAL,60.72,0.9548,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under CRITICAL threat. All safety invariants and latency constraints are satisfied.,20.9701,0.0243,0.0,0.12,0.095,21.2094,1450.0,256,True,S05_THREAT_ESCALATION,S05: Multi-Stage Threat Escalation
18,34.0,CRUISE,FLIGHT_CONTROL,SAFETY_CRITICAL,5000.0,AI_ADAPTIVE,CRITICAL,60.72,0.9741,True,100.0,RAPID_ESCALATION,True,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,True,Mode C: Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for SAFETY_CRITICAL traffic under CRITICAL threat. All safety invariants and latency constraints are satisfied.,10.5626,0.0162,0.0,0.12,0.095,10.7938,1450.0,256,True,S05_THREAT_ESCALATION,S05: Multi-Stage Threat Escalation
