scenario_id,scenario_category,timestamp_offset_s,message_type,criticality,criticality_rank,latency_budget_ms,observed_packet_rate_hz,replay_attempt_count,auth_failure_count,integrity_failure_count,aad_tamper_count,transcript_anomaly_count,routing_error_count,channel_bit_error_rate,prior_security_events_window,anomaly_score_raw,threat_level,threat_level_numeric,threat_score,confidence,recommended_min_assurance
SCN-00130,QUANTUM_SIGNATURE_PROBE,386.28,FLIGHT_CONTROL,CRITICAL,3,200.0,55.23,0,7,1,1,6,1,0.000966,9,76.03,HIGH,2,60.14,0.93,HIGH_ASSURANCE
SCN-00131,QUANTUM_SIGNATURE_PROBE,2586.95,HEADING,SAFETY_CRITICAL,4,1000.0,59.4,2,8,2,1,6,1,0.000982,3,67.29,HIGH,2,70.97,0.941,HIGH_ASSURANCE
SCN-00132,QUANTUM_SIGNATURE_PROBE,1718.83,HEADING,IMPORTANT,2,2000.0,36.23,0,5,3,3,6,1,0.001788,2,68.41,HIGH,2,61.43,0.987,HIGH_ASSURANCE
SCN-00133,QUANTUM_SIGNATURE_PROBE,1459.5,AIRCRAFT_STATUS,CRITICAL,3,1000.0,26.1,1,6,2,2,3,1,0.002134,7,62.99,HIGH,2,61.77,0.893,HIGH_ASSURANCE
SCN-00134,QUANTUM_SIGNATURE_PROBE,1977.24,AIRCRAFT_STATUS,SAFETY_CRITICAL,4,5000.0,55.39,1,6,3,1,4,0,0.001695,14,73.96,HIGH,2,69.09,0.908,HIGH_ASSURANCE
SCN-00135,QUANTUM_SIGNATURE_PROBE,3250.4,FLIGHT_CONTROL,ROUTINE,1,1000.0,46.9,2,8,1,3,6,2,0.002259,2,76.68,HIGH,2,61.68,0.966,HIGH_ASSURANCE
SCN-00136,QUANTUM_SIGNATURE_PROBE,475.0,FLIGHT_CONTROL,CRITICAL,3,5000.0,13.24,1,8,2,1,4,2,0.001958,2,76.38,HIGH,2,66.68,0.858,HIGH_ASSURANCE
SCN-00137,QUANTUM_SIGNATURE_PROBE,229.54,NAVIGATION_UPDATE,ROUTINE,1,500.0,35.73,2,6,3,1,6,1,0.002541,6,71.25,HIGH,2,60.68,0.898,HIGH_ASSURANCE
SCN-00138,QUANTUM_SIGNATURE_PROBE,288.9,AIRCRAFT_STATUS,IMPORTANT,2,5000.0,6.75,1,5,1,3,6,1,0.002982,12,69.18,HIGH,2,73.76,0.903,HIGH_ASSURANCE
SCN-00139,QUANTUM_SIGNATURE_PROBE,1365.4,HEADING,CRITICAL,3,200.0,14.82,2,7,3,1,4,0,0.00239,9,69.41,HIGH,2,70.79,0.909,HIGH_ASSURANCE
SCN-00140,QUANTUM_SIGNATURE_PROBE,1607.19,ALTITUDE,CRITICAL,3,3000.0,24.04,1,5,3,1,3,2,0.001548,0,65.85,HIGH,2,61.01,0.933,HIGH_ASSURANCE
SCN-00141,CRITICAL_CHANNEL_ATTACK,2078.91,AIRCRAFT_STATUS,IMPORTANT,2,1000.0,45.73,7,12,9,9,4,0,0.005541,9,83.51,CRITICAL,3,90.83,0.931,CRITICAL
SCN-00142,CRITICAL_CHANNEL_ATTACK,3500.24,HEADING,IMPORTANT,2,1000.0,21.6,5,8,12,7,5,0,0.010124,5,89.39,CRITICAL,3,83.98,0.919,CRITICAL
SCN-00143,CRITICAL_CHANNEL_ATTACK,3293.07,NAVIGATION_UPDATE,IMPORTANT,2,2000.0,43.3,7,7,10,8,4,2,0.009209,7,84.51,CRITICAL,3,87.91,0.963,CRITICAL
SCN-00144,CRITICAL_CHANNEL_ATTACK,685.73,NAVIGATION_UPDATE,IMPORTANT,2,5000.0,35.65,5,11,9,7,4,1,0.011114,14,92.71,CRITICAL,3,79.29,0.951,CRITICAL
SCN-00145,CRITICAL_CHANNEL_ATTACK,3445.27,NAVIGATION_UPDATE,SAFETY_CRITICAL,4,5000.0,38.27,4,6,9,11,7,2,0.011386,6,87.19,CRITICAL,3,90.17,0.897,CRITICAL
SCN-00146,CRITICAL_CHANNEL_ATTACK,1921.14,ALTITUDE,CRITICAL,3,500.0,57.91,4,12,9,10,7,2,0.00625,7,88.28,CRITICAL,3,88.86,0.903,CRITICAL
SCN-00147,CRITICAL_CHANNEL_ATTACK,2668.51,HEADING,SAFETY_CRITICAL,4,500.0,24.78,7,12,7,11,6,1,0.014058,11,84.69,CRITICAL,3,78.64,0.971,CRITICAL
SCN-00148,CRITICAL_CHANNEL_ATTACK,926.38,HEADING,CRITICAL,3,5000.0,56.41,8,11,10,6,4,1,0.00653,7,87.49,CRITICAL,3,87.16,0.946,CRITICAL
SCN-00149,CRITICAL_CHANNEL_ATTACK,2944.79,NAVIGATION_UPDATE,SAFETY_CRITICAL,4,1000.0,14.25,10,10,8,6,7,1,0.006025,1,87.86,CRITICAL,3,89.75,0.86,CRITICAL
SCN-00150,CRITICAL_CHANNEL_ATTACK,2219.47,AIRCRAFT_STATUS,CRITICAL,3,3000.0,12.56,9,8,7,10,4,0,0.006406,14,85.6,CRITICAL,3,86.65,0.943,CRITICAL
SCN-00151,CRITICAL_CHANNEL_ATTACK,2902.2,NAVIGATION_UPDATE,SAFETY_CRITICAL,4,50.0,5.36,8,11,6,5,7,2,0.007022,9,80.26,CRITICAL,3,89.38,0.944,CRITICAL
SCN-00152,CRITICAL_CHANNEL_ATTACK,3564.84,AIRCRAFT_STATUS,CRITICAL,3,200.0,33.84,5,8,14,7,5,1,0.012744,2,85.6,CRITICAL,3,83.68,0.929,CRITICAL
SCN-00153,CRITICAL_CHANNEL_ATTACK,3043.19,HEADING,CRITICAL,3,200.0,40.96,10,5,7,8,6,1,0.01008,1,89.55,CRITICAL,3,87.84,0.862,CRITICAL
SCN-00154,CRITICAL_CHANNEL_ATTACK,2369.19,HEADING,IMPORTANT,2,500.0,54.21,4,8,9,11,7,1,0.006982,2,90.27,CRITICAL,3,81.93,0.926,CRITICAL
SCN-00155,CRITICAL_CHANNEL_ATTACK,2663.08,HEADING,CRITICAL,3,200.0,57.88,8,7,12,5,5,0,0.010204,12,90.16,CRITICAL,3,85.57,0.904,CRITICAL
SCN-00156,CRITICAL_CHANNEL_ATTACK,2820.77,AIRCRAFT_STATUS,IMPORTANT,2,2000.0,7.95,7,8,7,7,7,2,0.014503,12,94.53,CRITICAL,3,82.57,0.939,CRITICAL
SCN-00157,CRITICAL_CHANNEL_ATTACK,555.2,NAVIGATION_UPDATE,SAFETY_CRITICAL,4,100.0,24.57,7,11,8,10,7,2,0.008181,9,91.97,CRITICAL,3,87.98,0.861,CRITICAL
SCN-00158,CRITICAL_CHANNEL_ATTACK,1997.06,ALTITUDE,IMPORTANT,2,5000.0,22.42,4,6,6,7,6,1,0.012375,3,81.99,CRITICAL,3,80.62,0.913,CRITICAL
SCN-00159,CRITICAL_CHANNEL_ATTACK,3573.83,AIRCRAFT_STATUS,SAFETY_CRITICAL,4,50.0,9.93,8,6,11,11,6,0,0.00721,12,91.69,CRITICAL,3,88.15,0.928,CRITICAL
SCN-00160,CRITICAL_CHANNEL_ATTACK,2817.6,FLIGHT_CONTROL,CRITICAL,3,5000.0,14.33,7,7,8,7,5,1,0.009424,2,82.51,CRITICAL,3,81.86,0.892,CRITICAL
SCN-00161,LATENCY_PRESSURE_ATTACK,2894.68,HEADING,SAFETY_CRITICAL,4,100.0,44.65,5,6,7,3,2,0,0.00211,0,75.18,HIGH,2,63.32,0.937,HIGH_ASSURANCE
SCN-00162,LATENCY_PRESSURE_ATTACK,1767.63,NAVIGATION_UPDATE,SAFETY_CRITICAL,4,500.0,28.68,3,4,5,3,2,1,0.002299,12,75.5,HIGH,2,62.66,0.947,HIGH_ASSURANCE
SCN-00163,LATENCY_PRESSURE_ATTACK,1578.44,HEADING,CRITICAL,3,3000.0,20.42,5,4,3,3,3,2,0.00231,0,75.25,HIGH,2,65.39,0.949,HIGH_ASSURANCE
SCN-00164,LATENCY_PRESSURE_ATTACK,1442.9,AIRCRAFT_STATUS,SAFETY_CRITICAL,4,1000.0,42.01,3,4,4,4,3,0,0.004719,12,61.18,HIGH,2,73.85,0.917,HIGH_ASSURANCE
SCN-00165,LATENCY_PRESSURE_ATTACK,2322.11,FLIGHT_CONTROL,ROUTINE,1,500.0,48.49,4,6,7,2,1,0,0.004459,11,62.66,HIGH,2,67.8,0.929,HIGH_ASSURANCE
SCN-00166,LATENCY_PRESSURE_ATTACK,1497.51,HEADING,ROUTINE,1,5000.0,10.83,2,4,4,3,2,1,0.00326,4,65.52,HIGH,2,58.39,0.865,HIGH_ASSURANCE
SCN-00167,LATENCY_PRESSURE_ATTACK,414.31,AIRCRAFT_STATUS,IMPORTANT,2,1000.0,24.16,4,5,4,5,2,1,0.001939,14,65.1,HIGH,2,62.8,0.963,HIGH_ASSURANCE
SCN-00168,LATENCY_PRESSURE_ATTACK,2305.72,AIRCRAFT_STATUS,SAFETY_CRITICAL,4,5000.0,49.0,3,6,4,3,2,2,0.003419,14,63.71,HIGH,2,64.48,0.876,HIGH_ASSURANCE
SCN-00169,LATENCY_PRESSURE_ATTACK,2078.45,NAVIGATION_UPDATE,ROUTINE,1,500.0,45.56,3,5,7,5,2,0,0.004671,6,64.45,HIGH,2,69.26,0.961,HIGH_ASSURANCE
SCN-00170,LATENCY_PRESSURE_ATTACK,2929.46,HEADING,CRITICAL,3,1000.0,15.84,2,4,6,4,3,1,0.004251,3,65.57,HIGH,2,71.53,0.936,HIGH_ASSURANCE
SCN-00171,LATENCY_PRESSURE_ATTACK,1381.36,FLIGHT_CONTROL,SAFETY_CRITICAL,4,3000.0,9.66,3,4,3,3,2,0,0.002324,4,68.17,HIGH,2,64.69,0.869,HIGH_ASSURANCE
SCN-00172,LATENCY_PRESSURE_ATTACK,1744.59,NAVIGATION_UPDATE,CRITICAL,3,5000.0,43.14,3,6,4,5,2,0,0.002342,14,69.91,HIGH,2,71.85,0.983,HIGH_ASSURANCE
SCN-00173,LATENCY_PRESSURE_ATTACK,117.7,NAVIGATION_UPDATE,CRITICAL,3,5000.0,32.8,5,5,6,5,3,1,0.003699,2,69.05,HIGH,2,70.73,0.881,HIGH_ASSURANCE
SCN-00174,LATENCY_PRESSURE_ATTACK,1588.92,FLIGHT_CONTROL,CRITICAL,3,1000.0,14.25,5,6,6,2,3,0,0.002706,11,68.67,HIGH,2,70.11,0.956,HIGH_ASSURANCE
SCN-00175,LATENCY_PRESSURE_ATTACK,853.01,NAVIGATION_UPDATE,CRITICAL,3,200.0,45.48,3,4,3,5,2,1,0.00538,2,67.03,HIGH,2,73.9,0.959,HIGH_ASSURANCE
SCN-00176,LATENCY_PRESSURE_ATTACK,962.44,FLIGHT_CONTROL,SAFETY_CRITICAL,4,5000.0,28.55,3,3,4,2,3,1,0.003895,5,65.18,HIGH,2,69.26,0.891,HIGH_ASSURANCE
SCN-00177,LATENCY_PRESSURE_ATTACK,2078.73,ALTITUDE,IMPORTANT,2,5000.0,55.53,4,3,4,3,1,2,0.002949,7,72.18,HIGH,2,68.82,0.919,HIGH_ASSURANCE
SCN-00178,LATENCY_PRESSURE_ATTACK,2637.81,NAVIGATION_UPDATE,SAFETY_CRITICAL,4,1000.0,29.86,2,5,7,4,3,1,0.003546,15,65.24,HIGH,2,58.04,0.958,HIGH_ASSURANCE
SCN-00179,LATENCY_PRESSURE_ATTACK,1747.22,HEADING,ROUTINE,1,500.0,48.76,5,3,6,3,2,1,0.002953,9,65.4,HIGH,2,67.25,0.929,HIGH_ASSURANCE
SCN-00180,LATENCY_PRESSURE_ATTACK,2339.99,AIRCRAFT_STATUS,SAFETY_CRITICAL,4,50.0,10.48,5,2,3,3,2,1,0.001503,13,63.24,HIGH,2,69.02,0.868,HIGH_ASSURANCE
SCN-00181,COORDINATED_SYSTEM_ASSAULT,328.32,HEADING,CRITICAL,3,200.0,41.0,12,12,23,18,8,0,0.018701,9,96.71,CRITICAL,3,95.95,0.91,CRITICAL
SCN-00182,COORDINATED_SYSTEM_ASSAULT,475.83,AIRCRAFT_STATUS,CRITICAL,3,500.0,31.22,10,17,28,18,13,0,0.008218,10,97.81,CRITICAL,3,99.33,0.909,CRITICAL
SCN-00183,COORDINATED_SYSTEM_ASSAULT,2027.85,ALTITUDE,CRITICAL,3,3000.0,9.91,20,13,15,13,11,1,0.011702,4,95.7,CRITICAL,3,94.82,0.86,CRITICAL
SCN-00184,COORDINATED_SYSTEM_ASSAULT,1265.53,ALTITUDE,IMPORTANT,2,5000.0,24.32,11,14,25,17,13,0,0.010341,3,89.68,CRITICAL,3,86.79,0.952,CRITICAL
SCN-00185,COORDINATED_SYSTEM_ASSAULT,2370.26,HEADING,SAFETY_CRITICAL,4,100.0,18.63,18,12,19,16,15,2,0.027472,9,97.35,CRITICAL,3,95.01,0.969,CRITICAL
SCN-00186,COORDINATED_SYSTEM_ASSAULT,3199.41,ALTITUDE,SAFETY_CRITICAL,4,3000.0,38.38,11,22,21,18,6,0,0.021362,3,90.89,CRITICAL,3,94.25,0.86,CRITICAL
SCN-00187,COORDINATED_SYSTEM_ASSAULT,143.38,HEADING,CRITICAL,3,1000.0,12.26,17,23,23,16,8,1,0.03377,2,88.2,CRITICAL,3,85.98,0.887,CRITICAL
SCN-00188,COORDINATED_SYSTEM_ASSAULT,731.51,NAVIGATION_UPDATE,CRITICAL,3,5000.0,20.76,19,23,25,19,12,0,0.025295,4,91.33,CRITICAL,3,89.49,0.922,CRITICAL
SCN-00189,COORDINATED_SYSTEM_ASSAULT,1632.14,FLIGHT_CONTROL,CRITICAL,3,1000.0,26.49,18,12,21,19,12,2,0.033743,7,88.69,CRITICAL,3,86.25,0.911,CRITICAL
SCN-00190,COORDINATED_SYSTEM_ASSAULT,2594.76,AIRCRAFT_STATUS,IMPORTANT,2,2000.0,41.63,18,15,15,8,8,2,0.008306,15,99.44,CRITICAL,3,92.58,0.96,CRITICAL
SCN-00191,COORDINATED_SYSTEM_ASSAULT,1638.71,HEADING,CRITICAL,3,500.0,46.24,12,13,12,13,12,1,0.022144,8,96.55,CRITICAL,3,93.36,0.861,CRITICAL
SCN-00192,COORDINATED_SYSTEM_ASSAULT,3106.54,AIRCRAFT_STATUS,SAFETY_CRITICAL,4,1000.0,52.26,10,21,17,12,7,2,0.026201,3,90.74,CRITICAL,3,92.38,0.856,CRITICAL
SCN-00193,COORDINATED_SYSTEM_ASSAULT,2057.53,AIRCRAFT_STATUS,CRITICAL,3,3000.0,25.02,10,15,13,16,12,0,0.016689,13,98.99,CRITICAL,3,89.64,0.966,CRITICAL
SCN-00194,COORDINATED_SYSTEM_ASSAULT,722.42,FLIGHT_CONTROL,CRITICAL,3,200.0,14.86,20,11,24,9,13,1,0.028885,9,91.93,CRITICAL,3,93.02,0.851,CRITICAL
SCN-00195,COORDINATED_SYSTEM_ASSAULT,2496.46,HEADING,IMPORTANT,2,1000.0,30.52,17,25,18,19,14,0,0.012065,13,88.29,CRITICAL,3,92.85,0.939,CRITICAL
SCN-00196,COORDINATED_SYSTEM_ASSAULT,158.04,HEADING,CRITICAL,3,200.0,46.74,14,19,15,11,14,0,0.019335,1,99.67,CRITICAL,3,87.06,0.889,CRITICAL
SCN-00197,COORDINATED_SYSTEM_ASSAULT,3471.19,FLIGHT_CONTROL,CRITICAL,3,3000.0,43.55,13,24,14,17,7,2,0.011605,12,88.9,CRITICAL,3,93.23,0.911,CRITICAL
SCN-00198,COORDINATED_SYSTEM_ASSAULT,380.37,HEADING,CRITICAL,3,1000.0,51.8,20,22,22,13,13,1,0.014308,6,89.63,CRITICAL,3,96.17,0.865,CRITICAL
SCN-00199,COORDINATED_SYSTEM_ASSAULT,2536.94,NAVIGATION_UPDATE,SAFETY_CRITICAL,4,500.0,27.36,16,21,18,15,10,1,0.015155,3,89.09,CRITICAL,3,96.71,0.893,CRITICAL
SCN-00200,COORDINATED_SYSTEM_ASSAULT,111.9,AIRCRAFT_STATUS,IMPORTANT,2,1000.0,50.98,13,14,14,19,9,1,0.018699,1,96.13,CRITICAL,3,88.77,0.989,CRITICAL
