step_index,timestamp_sec,flight_phase,message_type,criticality,latency_budget_ms,observed_packet_rate_hz,channel_bit_error_rate,replay_attempt_count,auth_failure_count,integrity_failure_count,aad_tamper_count,transcript_anomaly_count,ai_threat_level,ai_threat_score,ai_confidence,confidence_status,anomaly_score,anomaly_severity,is_anomaly,forecast_trend,forecast_rate_of_change,preemptive_flag,previous_construction,selected_construction,transition_type,dwell_counter,safety_override_triggered,explainable_reason,measured_handshake_latency_ms,measured_encap_latency_ms,measured_sign_latency_ms,measured_total_latency_ms,security_margin_bits,energy_cost_uj,deadline_met,scenario_id,scenario_name
18,34.0,CRUISE,NAV_WAYPOINT_UPDATE,IMPORTANT,5000.0,35.0,0.0005,0,0,0,0,0,NORMAL,16.08,0.9578,HIGH_CONFIDENCE,35.84,LOW,False,RECOVERING,-3.053,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,DOWNGRADE_HELD,1,False,Mode C: Anti-oscillation hold active: candidate ADAPTIVE-BALANCED-V1 requires lower assurance than active ADAPTIVE-CRITICAL-V1. Retaining ADAPTIVE-CRITICAL-V1 (dwell count 1/3).,3822.8266,1.8153,0.2521,2.0674,384,1450.0,True,SCN-002,SCN-002: GPS Spoofing & Replay Attack
19,36.0,CRUISE,NAV_WAYPOINT_UPDATE,IMPORTANT,5000.0,35.0,0.0005,0,0,0,0,0,NORMAL,16.08,0.9578,HIGH_CONFIDENCE,35.84,LOW,False,RECOVERING,-4.803,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,DOWNGRADE_HELD,2,False,Mode C: Anti-oscillation hold active: candidate ADAPTIVE-BALANCED-V1 requires lower assurance than active ADAPTIVE-CRITICAL-V1. Retaining ADAPTIVE-CRITICAL-V1 (dwell count 2/3).,2897.3194,0.2747,0.1589,0.4336,384,1450.0,True,SCN-002,SCN-002: GPS Spoofing & Replay Attack
20,38.0,CRUISE,NAV_WAYPOINT_UPDATE,IMPORTANT,5000.0,35.0,0.0005,0,0,0,0,0,NORMAL,16.08,0.9578,HIGH_CONFIDENCE,35.84,LOW,False,RECOVERING,-5.472,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-BALANCED-V1,DOWNGRADE_EXECUTED,0,False,Mode C: Safe downgrade executed from ADAPTIVE-CRITICAL-V1 to ADAPTIVE-BALANCED-V1 after 3 consecutive stable low-threat steps. Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,10.4161,3.0432,0.2313,13.6906,192,310.0,True,SCN-002,SCN-002: GPS Spoofing & Replay Attack
21,40.0,CRUISE,NAV_WAYPOINT_UPDATE,IMPORTANT,5000.0,35.0,0.0005,0,0,0,0,0,NORMAL,16.08,0.9578,HIGH_CONFIDENCE,35.84,LOW,False,RECOVERING,-5.396,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,Mode C: Profile maintained at ADAPTIVE-BALANCED-V1.,5.2583,0.1571,0.1526,0.3097,192,310.0,True,SCN-002,SCN-002: GPS Spoofing & Replay Attack
22,42.0,CRUISE,NAV_WAYPOINT_UPDATE,IMPORTANT,5000.0,35.0,0.0005,0,0,0,0,0,NORMAL,16.08,0.9578,HIGH_CONFIDENCE,35.84,LOW,False,RECOVERING,-4.842,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,Mode C: Profile maintained at ADAPTIVE-BALANCED-V1.,11.417,0.2043,0.1604,0.3647,192,310.0,True,SCN-002,SCN-002: GPS Spoofing & Replay Attack
23,44.0,CRUISE,NAV_WAYPOINT_UPDATE,IMPORTANT,5000.0,35.0,0.0005,0,0,0,0,0,NORMAL,16.08,0.9578,HIGH_CONFIDENCE,35.84,LOW,False,RECOVERING,-4.006,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,Mode C: Profile maintained at ADAPTIVE-BALANCED-V1.,12.9484,0.2138,0.1444,0.35819999999999996,192,310.0,True,SCN-002,SCN-002: GPS Spoofing & Replay Attack
24,46.0,CRUISE,NAV_WAYPOINT_UPDATE,IMPORTANT,5000.0,35.0,0.0005,0,0,0,0,0,NORMAL,16.08,0.9578,HIGH_CONFIDENCE,35.84,LOW,False,RECOVERING,-3.03,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,Mode C: Profile maintained at ADAPTIVE-BALANCED-V1.,14.9078,0.2376,0.1287,0.3663,192,310.0,True,SCN-002,SCN-002: GPS Spoofing & Replay Attack
25,48.0,CRUISE,NAV_WAYPOINT_UPDATE,IMPORTANT,5000.0,35.0,0.0005,0,0,0,0,0,NORMAL,16.08,0.9578,HIGH_CONFIDENCE,35.84,LOW,False,DECREASING,-1.999,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,Mode C: Profile maintained at ADAPTIVE-BALANCED-V1.,8.0156,0.2138,3.5365,3.7503,192,310.0,True,SCN-002,SCN-002: GPS Spoofing & Replay Attack
1,0.0,CRUISE,AIRCRAFT_STATUS,IMPORTANT,5000.0,30.0,0.0002,0,0,0,0,0,NORMAL,10.29,0.961,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,0.0,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-BALANCED-V1,INITIAL,0,False,Mode C: Initial profile established: ADAPTIVE-BALANCED-V1.,20.7823,2.6532,0.3443,23.7798,192,310.0,True,SCN-003,SCN-003: Severe Electronic Warfare & Jamming
2,2.0,CRUISE,AIRCRAFT_STATUS,IMPORTANT,5000.0,30.0,0.0002,0,0,0,0,0,NORMAL,10.29,0.961,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,-0.0,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,Mode C: Profile maintained at ADAPTIVE-BALANCED-V1.,19.7722,4.0836,0.2907,4.3743,192,310.0,True,SCN-003,SCN-003: Severe Electronic Warfare & Jamming
3,4.0,CRUISE,AIRCRAFT_STATUS,IMPORTANT,5000.0,30.0,0.0002,0,0,0,0,0,NORMAL,10.29,0.961,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,-0.0,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,Mode C: Profile maintained at ADAPTIVE-BALANCED-V1.,14.3521,0.382,0.1894,0.5714,192,310.0,True,SCN-003,SCN-003: Severe Electronic Warfare & Jamming
4,6.0,CRUISE,AIRCRAFT_STATUS,IMPORTANT,5000.0,30.0,0.0002,0,0,0,0,0,NORMAL,10.29,0.961,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,0.0,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,Mode C: Profile maintained at ADAPTIVE-BALANCED-V1.,10.4532,0.2927,0.2956,0.5883,192,310.0,True,SCN-003,SCN-003: Severe Electronic Warfare & Jamming
5,8.0,CRUISE,AIRCRAFT_STATUS,IMPORTANT,5000.0,30.0,0.0002,0,0,0,0,0,NORMAL,10.29,0.961,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,-0.0,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,Mode C: Profile maintained at ADAPTIVE-BALANCED-V1.,14.2005,0.3037,4.4541,4.7578000000000005,192,310.0,True,SCN-003,SCN-003: Severe Electronic Warfare & Jamming
6,10.0,CONTESTED_AIRSPACE,AIRCRAFT_STATUS,IMPORTANT,5000.0,30.0,0.0002,0,0,0,0,0,NORMAL,10.29,0.961,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,0.0,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,Mode C: Profile maintained at ADAPTIVE-BALANCED-V1.,38.4266,0.5156,0.6014,1.117,192,310.0,True,SCN-003,SCN-003: Severe Electronic Warfare & Jamming
7,12.0,CONTESTED_AIRSPACE,AIRCRAFT_STATUS,IMPORTANT,5000.0,30.0,0.0002,0,0,0,0,0,NORMAL,10.29,0.961,HIGH_CONFIDENCE,18.24,NOMINAL,False,STABLE,0.0,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,Mode C: Profile maintained at ADAPTIVE-BALANCED-V1.,66.1704,0.4861,0.2295,0.7156,192,310.0,True,SCN-003,SCN-003: Severe Electronic Warfare & Jamming
8,14.0,CONTESTED_AIRSPACE,AIRCRAFT_STATUS,IMPORTANT,5000.0,12.0,0.045,1,3,4,0,1,NORMAL,51.61,0.9998,LOW_CONFIDENCE_FALLBACK,100.0,CRITICAL,True,RAPID_ESCALATION,5.904,True,ADAPTIVE-BALANCED-V1,ADAPTIVE-CRITICAL-V1,ESCALATION,0,True,Mode C: Immediate security escalation from ADAPTIVE-BALANCED-V1 to ADAPTIVE-CRITICAL-V1. Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for IMPORTANT traffic under CRITICAL threat. All safety invariants and latency constraints are satisfied.,11785.7548,0.364,0.2093,11786.3281,384,1450.0,False,SCN-003,SCN-003: Severe Electronic Warfare & Jamming
9,16.0,CONTESTED_AIRSPACE,AIRCRAFT_STATUS,IMPORTANT,5000.0,12.0,0.045,1,3,4,0,1,NORMAL,51.61,0.9998,LOW_CONFIDENCE_FALLBACK,100.0,CRITICAL,True,RAPID_ESCALATION,7.002,True,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,Mode C: Profile maintained at ADAPTIVE-CRITICAL-V1.,8775.7549,0.3563,0.2248,0.5811,384,1450.0,True,SCN-003,SCN-003: Severe Electronic Warfare & Jamming
10,18.0,CONTESTED_AIRSPACE,AIRCRAFT_STATUS,IMPORTANT,5000.0,12.0,0.045,1,3,4,0,1,NORMAL,51.61,0.9998,LOW_CONFIDENCE_FALLBACK,100.0,CRITICAL,True,RAPID_ESCALATION,6.728,True,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,Mode C: Profile maintained at ADAPTIVE-CRITICAL-V1.,8905.9887,0.3793,6.4389,6.8182,384,1450.0,True,SCN-003,SCN-003: Severe Electronic Warfare & Jamming
11,20.0,CONTESTED_AIRSPACE,AIRCRAFT_STATUS,IMPORTANT,5000.0,12.0,0.045,1,3,4,0,1,NORMAL,51.61,0.9998,LOW_CONFIDENCE_FALLBACK,100.0,CRITICAL,True,RAPID_ESCALATION,6.585,True,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,Mode C: Profile maintained at ADAPTIVE-CRITICAL-V1.,5261.6302,0.2639,0.1848,0.4487,384,1450.0,True,SCN-003,SCN-003: Severe Electronic Warfare & Jamming
12,22.0,CONTESTED_AIRSPACE,AIRCRAFT_STATUS,IMPORTANT,5000.0,12.0,0.045,1,3,4,0,1,NORMAL,51.61,0.9998,LOW_CONFIDENCE_FALLBACK,100.0,CRITICAL,True,RAPID_ESCALATION,5.89,True,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,Mode C: Profile maintained at ADAPTIVE-CRITICAL-V1.,4189.0197,0.3226,0.1791,0.5017,384,1450.0,True,SCN-003,SCN-003: Severe Electronic Warfare & Jamming
13,24.0,CONTESTED_AIRSPACE,AIRCRAFT_STATUS,IMPORTANT,5000.0,12.0,0.045,1,3,4,0,1,NORMAL,51.61,0.9998,LOW_CONFIDENCE_FALLBACK,100.0,CRITICAL,True,RAPID_ESCALATION,4.868,True,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,Mode C: Profile maintained at ADAPTIVE-CRITICAL-V1.,4458.9783,0.4054,0.3599,0.7653,384,1450.0,True,SCN-003,SCN-003: Severe Electronic Warfare & Jamming
14,26.0,CONTESTED_AIRSPACE,AIRCRAFT_STATUS,IMPORTANT,5000.0,12.0,0.045,1,3,4,0,1,NORMAL,51.61,0.9998,LOW_CONFIDENCE_FALLBACK,100.0,CRITICAL,True,RAPID_ESCALATION,3.677,True,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,Mode C: Profile maintained at ADAPTIVE-CRITICAL-V1.,4216.3509,0.3956,0.9332,1.3288,384,1450.0,True,SCN-003,SCN-003: Severe Electronic Warfare & Jamming
15,28.0,CONTESTED_AIRSPACE,AIRCRAFT_STATUS,IMPORTANT,5000.0,12.0,0.045,1,3,4,0,1,NORMAL,51.61,0.9998,LOW_CONFIDENCE_FALLBACK,100.0,CRITICAL,True,MODERATE_INCREASE,2.426,True,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,Mode C: Profile maintained at ADAPTIVE-CRITICAL-V1.,5093.0914,0.3175,0.2332,0.5507,384,1450.0,True,SCN-003,SCN-003: Severe Electronic Warfare & Jamming
16,30.0,CONTESTED_AIRSPACE,AIRCRAFT_STATUS,IMPORTANT,5000.0,12.0,0.045,1,3,4,0,1,NORMAL,51.61,0.9998,LOW_CONFIDENCE_FALLBACK,100.0,CRITICAL,True,MODERATE_INCREASE,1.185,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,Mode C: Profile maintained at ADAPTIVE-CRITICAL-V1.,4078.8655,0.3642,0.2168,0.581,384,1450.0,True,SCN-003,SCN-003: Severe Electronic Warfare & Jamming
17,32.0,CONTESTED_AIRSPACE,AIRCRAFT_STATUS,IMPORTANT,5000.0,12.0,0.045,1,3,4,0,1,NORMAL,51.61,0.9998,LOW_CONFIDENCE_FALLBACK,100.0,CRITICAL,True,STABLE,0.0,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,Mode C: Profile maintained at ADAPTIVE-CRITICAL-V1.,3278.9314,0.43,0.2737,0.7037,384,1450.0,True,SCN-003,SCN-003: Severe Electronic Warfare & Jamming
18,34.0,CONTESTED_AIRSPACE,AIRCRAFT_STATUS,IMPORTANT,5000.0,30.0,0.0002,0,0,0,0,0,NORMAL,10.29,0.961,HIGH_CONFIDENCE,18.24,NOMINAL,False,RECOVERING,-3.96,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,DOWNGRADE_HELD,1,False,Mode C: Anti-oscillation hold active: candidate ADAPTIVE-BALANCED-V1 requires lower assurance than active ADAPTIVE-CRITICAL-V1. Retaining ADAPTIVE-CRITICAL-V1 (dwell count 1/3).,2807.7501,0.3716,0.1914,0.563,384,1450.0,True,SCN-003,SCN-003: Severe Electronic Warfare & Jamming
19,36.0,CONTESTED_AIRSPACE,AIRCRAFT_STATUS,IMPORTANT,5000.0,30.0,0.0002,0,0,0,0,0,NORMAL,10.29,0.961,HIGH_CONFIDENCE,18.24,NOMINAL,False,RECOVERING,-6.0,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,DOWNGRADE_HELD,2,False,Mode C: Anti-oscillation hold active: candidate ADAPTIVE-BALANCED-V1 requires lower assurance than active ADAPTIVE-CRITICAL-V1. Retaining ADAPTIVE-CRITICAL-V1 (dwell count 2/3).,2623.2818,0.3407,0.1873,0.528,384,1450.0,True,SCN-003,SCN-003: Severe Electronic Warfare & Jamming
20,38.0,CRUISE,AIRCRAFT_STATUS,IMPORTANT,5000.0,30.0,0.0002,0,0,0,0,0,NORMAL,10.29,0.961,HIGH_CONFIDENCE,18.24,NOMINAL,False,RECOVERING,-6.728,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-BALANCED-V1,DOWNGRADE_EXECUTED,0,False,Mode C: Safe downgrade executed from ADAPTIVE-CRITICAL-V1 to ADAPTIVE-BALANCED-V1 after 3 consecutive stable low-threat steps. Selected ADAPTIVE-BALANCED-V1 (BALANCED) for IMPORTANT traffic under NORMAL threat. All safety invariants and latency constraints are satisfied.,8.7964,0.276,0.214,9.2864,192,310.0,True,SCN-003,SCN-003: Severe Electronic Warfare & Jamming
21,40.0,CRUISE,AIRCRAFT_STATUS,IMPORTANT,5000.0,30.0,0.0002,0,0,0,0,0,NORMAL,10.29,0.961,HIGH_CONFIDENCE,18.24,NOMINAL,False,RECOVERING,-6.585,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,Mode C: Profile maintained at ADAPTIVE-BALANCED-V1.,6.9919,0.274,0.4056,0.6796,192,310.0,True,SCN-003,SCN-003: Severe Electronic Warfare & Jamming
22,42.0,CRUISE,AIRCRAFT_STATUS,IMPORTANT,5000.0,30.0,0.0002,0,0,0,0,0,NORMAL,10.29,0.961,HIGH_CONFIDENCE,18.24,NOMINAL,False,RECOVERING,-5.89,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,Mode C: Profile maintained at ADAPTIVE-BALANCED-V1.,19.1217,0.2775,0.1749,0.4524,192,310.0,True,SCN-003,SCN-003: Severe Electronic Warfare & Jamming
23,44.0,CRUISE,AIRCRAFT_STATUS,IMPORTANT,5000.0,30.0,0.0002,0,0,0,0,0,NORMAL,10.29,0.961,HIGH_CONFIDENCE,18.24,NOMINAL,False,RECOVERING,-4.868,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,Mode C: Profile maintained at ADAPTIVE-BALANCED-V1.,6.9081,0.3257,0.1953,0.521,192,310.0,True,SCN-003,SCN-003: Severe Electronic Warfare & Jamming
24,46.0,CRUISE,AIRCRAFT_STATUS,IMPORTANT,5000.0,30.0,0.0002,0,0,0,0,0,NORMAL,10.29,0.961,HIGH_CONFIDENCE,18.24,NOMINAL,False,RECOVERING,-3.677,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,Mode C: Profile maintained at ADAPTIVE-BALANCED-V1.,6.3073,0.2338,0.1695,0.4033,192,310.0,True,SCN-003,SCN-003: Severe Electronic Warfare & Jamming
25,48.0,CRUISE,AIRCRAFT_STATUS,IMPORTANT,5000.0,30.0,0.0002,0,0,0,0,0,NORMAL,10.29,0.961,HIGH_CONFIDENCE,18.24,NOMINAL,False,DECREASING,-2.426,False,ADAPTIVE-BALANCED-V1,ADAPTIVE-BALANCED-V1,STABLE,0,False,Mode C: Profile maintained at ADAPTIVE-BALANCED-V1.,12.6983,3.5162,0.2864,3.8026,192,310.0,True,SCN-003,SCN-003: Severe Electronic Warfare & Jamming
1,0.0,CRUISE,FLIGHT_PLAN,ROUTINE,5000.0,28.0,0.001,0,0,0,0,0,NORMAL,17.01,0.9823,LOW_CONFIDENCE_FALLBACK,91.54,CRITICAL,True,STABLE,0.0,False,ADAPTIVE-STANDARD-V1,ADAPTIVE-HIGH-ASSURANCE-V1,INITIAL,0,True,Mode C: Initial profile established: ADAPTIVE-HIGH-ASSURANCE-V1.,4190.5059,0.2901,0.217,4191.013,256,840.0,True,SCN-004,SCN-004: MITM Transcript & AAD Tampering
2,2.0,CRUISE,FLIGHT_PLAN,ROUTINE,5000.0,28.0,0.001,0,0,0,0,0,NORMAL,17.01,0.9823,LOW_CONFIDENCE_FALLBACK,91.54,CRITICAL,True,STABLE,-0.0,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,Mode C: Profile maintained at ADAPTIVE-HIGH-ASSURANCE-V1.,3978.5477,3.593,0.2468,3.8398,256,840.0,True,SCN-004,SCN-004: MITM Transcript & AAD Tampering
3,4.0,CRUISE,FLIGHT_PLAN,ROUTINE,5000.0,28.0,0.001,0,0,0,0,0,NORMAL,17.01,0.9823,LOW_CONFIDENCE_FALLBACK,91.54,CRITICAL,True,STABLE,-0.0,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,Mode C: Profile maintained at ADAPTIVE-HIGH-ASSURANCE-V1.,3271.109,0.2947,0.1774,0.4721,256,840.0,True,SCN-004,SCN-004: MITM Transcript & AAD Tampering
4,6.0,CRUISE,FLIGHT_PLAN,ROUTINE,5000.0,28.0,0.001,0,0,0,0,0,NORMAL,17.01,0.9823,LOW_CONFIDENCE_FALLBACK,91.54,CRITICAL,True,STABLE,0.0,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,Mode C: Profile maintained at ADAPTIVE-HIGH-ASSURANCE-V1.,4119.7972,0.4689,2.4765,2.9454000000000002,256,840.0,True,SCN-004,SCN-004: MITM Transcript & AAD Tampering
5,8.0,CRUISE,FLIGHT_PLAN,ROUTINE,5000.0,28.0,0.001,0,0,0,0,0,NORMAL,17.01,0.9823,LOW_CONFIDENCE_FALLBACK,91.54,CRITICAL,True,STABLE,-0.0,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,Mode C: Profile maintained at ADAPTIVE-HIGH-ASSURANCE-V1.,2528.9603,0.324,0.2789,0.6029,256,840.0,True,SCN-004,SCN-004: MITM Transcript & AAD Tampering
6,10.0,CRUISE,FLIGHT_PLAN,ROUTINE,5000.0,28.0,0.001,0,0,0,0,0,NORMAL,17.01,0.9823,LOW_CONFIDENCE_FALLBACK,91.54,CRITICAL,True,STABLE,0.0,False,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-HIGH-ASSURANCE-V1,STABLE,0,True,Mode C: Profile maintained at ADAPTIVE-HIGH-ASSURANCE-V1.,2905.8095,0.3334,0.2073,0.5407,256,840.0,True,SCN-004,SCN-004: MITM Transcript & AAD Tampering
7,12.0,CRUISE,FLIGHT_PLAN,CRITICAL,5000.0,28.0,0.001,2,5,6,4,5,NORMAL,54.76,0.7555,LOW_CONFIDENCE_FALLBACK,100.0,CRITICAL,True,RAPID_ESCALATION,6.811,True,ADAPTIVE-HIGH-ASSURANCE-V1,ADAPTIVE-CRITICAL-V1,ESCALATION,0,True,Mode C: Immediate security escalation from ADAPTIVE-HIGH-ASSURANCE-V1 to ADAPTIVE-CRITICAL-V1. Selected ADAPTIVE-CRITICAL-V1 (CRITICAL) for CRITICAL traffic under CRITICAL threat. All safety invariants and latency constraints are satisfied.,3267.8813,0.2746,0.1984,3268.3543,384,1450.0,True,SCN-004,SCN-004: MITM Transcript & AAD Tampering
8,14.0,CRUISE,FLIGHT_PLAN,CRITICAL,5000.0,28.0,0.001,2,5,6,4,5,NORMAL,54.76,0.7555,LOW_CONFIDENCE_FALLBACK,100.0,CRITICAL,True,RAPID_ESCALATION,7.534,True,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,Mode C: Profile maintained at ADAPTIVE-CRITICAL-V1.,2605.3053,4.5905,0.2432,4.833699999999999,384,1450.0,True,SCN-004,SCN-004: MITM Transcript & AAD Tampering
9,16.0,CRUISE,FLIGHT_PLAN,CRITICAL,5000.0,28.0,0.001,2,5,6,4,5,NORMAL,54.76,0.7555,LOW_CONFIDENCE_FALLBACK,100.0,CRITICAL,True,RAPID_ESCALATION,6.894,True,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,Mode C: Profile maintained at ADAPTIVE-CRITICAL-V1.,4562.227,5.0904,0.2889,5.3793,384,1450.0,True,SCN-004,SCN-004: MITM Transcript & AAD Tampering
10,18.0,CRUISE,FLIGHT_PLAN,CRITICAL,5000.0,28.0,0.001,2,5,6,4,5,NORMAL,54.76,0.7555,LOW_CONFIDENCE_FALLBACK,100.0,CRITICAL,True,RAPID_ESCALATION,6.016,True,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,Mode C: Profile maintained at ADAPTIVE-CRITICAL-V1.,4860.5035,0.4089,0.2096,0.6185,384,1450.0,True,SCN-004,SCN-004: MITM Transcript & AAD Tampering
11,20.0,CRUISE,FLIGHT_PLAN,CRITICAL,5000.0,28.0,0.001,2,5,6,4,5,NORMAL,54.76,0.7555,LOW_CONFIDENCE_FALLBACK,100.0,CRITICAL,True,RAPID_ESCALATION,5.381,True,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,Mode C: Profile maintained at ADAPTIVE-CRITICAL-V1.,4672.4662,0.3894,3.8799,4.2693,384,1450.0,True,SCN-004,SCN-004: MITM Transcript & AAD Tampering
12,22.0,CRUISE,FLIGHT_PLAN,CRITICAL,5000.0,28.0,0.001,2,5,6,4,5,NORMAL,54.76,0.7555,LOW_CONFIDENCE_FALLBACK,100.0,CRITICAL,True,RAPID_ESCALATION,4.447,True,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,Mode C: Profile maintained at ADAPTIVE-CRITICAL-V1.,3649.2307,2.5853,0.3014,2.8867000000000003,384,1450.0,True,SCN-004,SCN-004: MITM Transcript & AAD Tampering
13,24.0,CRUISE,FLIGHT_PLAN,CRITICAL,5000.0,28.0,0.001,2,5,6,4,5,NORMAL,54.76,0.7555,LOW_CONFIDENCE_FALLBACK,100.0,CRITICAL,True,RAPID_ESCALATION,3.36,True,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,Mode C: Profile maintained at ADAPTIVE-CRITICAL-V1.,3949.0898,0.494,0.2894,0.7834,384,1450.0,True,SCN-004,SCN-004: MITM Transcript & AAD Tampering
14,26.0,CRUISE,FLIGHT_PLAN,CRITICAL,5000.0,28.0,0.001,2,5,6,4,5,NORMAL,54.76,0.7555,LOW_CONFIDENCE_FALLBACK,100.0,CRITICAL,True,MODERATE_INCREASE,2.216,True,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,Mode C: Profile maintained at ADAPTIVE-CRITICAL-V1.,4118.3181,0.38,0.2702,0.6502,384,1450.0,True,SCN-004,SCN-004: MITM Transcript & AAD Tampering
15,28.0,CRUISE,FLIGHT_PLAN,CRITICAL,5000.0,28.0,0.001,2,5,6,4,5,NORMAL,54.76,0.7555,LOW_CONFIDENCE_FALLBACK,100.0,CRITICAL,True,MODERATE_INCREASE,1.083,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,STABLE,0,True,Mode C: Profile maintained at ADAPTIVE-CRITICAL-V1.,3643.3963,0.3975,0.204,0.6015,384,1450.0,True,SCN-004,SCN-004: MITM Transcript & AAD Tampering
16,30.0,CRUISE,FLIGHT_PLAN,ROUTINE,5000.0,28.0,0.001,0,0,0,0,0,NORMAL,17.01,0.9823,LOW_CONFIDENCE_FALLBACK,91.54,CRITICAL,True,RECOVERING,-3.618,False,ADAPTIVE-CRITICAL-V1,ADAPTIVE-CRITICAL-V1,DOWNGRADE_HELD,1,True,Mode C: Anti-oscillation hold active: candidate ADAPTIVE-HIGH-ASSURANCE-V1 requires lower assurance than active ADAPTIVE-CRITICAL-V1. Retaining ADAPTIVE-CRITICAL-V1 (dwell count 1/3).,3666.2906,0.3311,0.1911,0.5222,384,1450.0,True,SCN-004,SCN-004: MITM Transcript & AAD Tampering
